Rank,Symbol,Rating,Name,Score,3 Months Perf,Creation date
312,CCIV,A+,Churchill Capital Corp IV Class A Common Stock,99.519,26.72,12/12/2020
313,FTCH,A+,Farfetch Limited Class A Ordinary Shares,99.518,162.54,12/18/2020
314,DADA,A+,Dada Nexus Limited - American Depositary Shares,99.517,39.21,12/4/2020
315,ue,A+,Urban Edge Properties Common Shares of Beneficial,99.516,35.93,12/18/2020
316,PDM,A+,"Piedmont Office Realty Trust, Inc. Class A Common",99.512,16.56,12/13/2020
317,LOB,A+,"Live Oak Bancshares, Inc. - Common Stock",99.511,93.53,12/17/2020
318,INFN,A+,Infinera Corporation - Common Stock,99.51,67.58,12/11/2020
319,etsy,A+,"Etsy, Inc. - Common Stock",99.508,52.5,12/16/2020
320,OII,A+,"Oceaneering International, Inc. Common Stock",99.508,112.27,12/15/2020
321,AVO,A+,"Mission Produce, Inc. - Common Stock",99.507,7.75,12/18/2020
322,IH,A+,"iHuman Inc. American depositary shares, each repr",99.505,32.75,12/1/2020
323,AXNX,A+,"Axonics Modulation Technologies, Inc. - Common St",99.504,3.37,12/17/2020
324,Bill,A+,"Bill.com Holdings, Inc. Common Stock",99.502,69.73,12/12/2020
325,VITL,A+,"Vital Farms, Inc. - Common Stock",99.5,-34.25,12/15/2020
326,DNKN,A+,"Dunkin' Brands Group, Inc. - Common Stock",99.499,39.58,12/9/2020
327,HL,A+,Hecla Mining Company Common Stock,99.498,13.15,12/17/2020
329,ATNX,A+,"Athenex, Inc. - Common Stock",99.495,-10.33,12/14/2020
328,RAVN,A+,"Raven Industries, Inc. - Common Stock",99.495,54.1,12/11/2020
330,CRTX,A+,"Cortexyme, Inc. - Common Stock",99.494,-40.26,12/16/2020
331,MUR,A+,Murphy Oil Corporation Common Stock,99.493,37.75,11/28/2020
332,LSPD,A+,Lightspeed POS Inc. Subordinate Voting Shares,99.492,112.68,11/26/2020
333,CRSP,A+,CRISPR Therapeutics AG - Common Shares,99.489,80.81,11/29/2020
334,EYE,A+,"National Vision Holdings, Inc. - Common Stock",99.488,22.6,11/12/2020
335,EQX,A+,Equinox Gold Corp. Common Shares,99.485,-11.63,12/16/2020
336,NOV,A+,"National Oilwell Varco, Inc. Common Stock",99.483,18.65,12/9/2020
337,ADVM,A+,"Adverum Biotechnologies, Inc. - Common Stock",99.481,-0.25,11/26/2020
338,DIN,A+,"DineEquity, Inc Common Stock",99.479,26.31,12/4/2020
339,UNVR,A+,Univar Inc. Common Stock,99.478,-0.25,12/6/2020
340,KNSA,A+,"Kiniksa Pharmaceuticals, Ltd. - Class A Common St",99.474,14.99,11/18/2020
342,AIV,A+,Apartment Investment and Management Company Commo,99.472,-72.77,12/18/2020
341,IGMS,A+,"IGM Biosciences, Inc. - Common Stock",99.472,17.42,12/11/2020
343,dpz,A+,Domino's Pizza Inc Common Stock,99.471,-0.48,10/13/2020
344,TRTX,A+,"TPG RE Finance Trust, Inc. Common Stock",99.467,20.9,11/25/2020
345,SNDX,A+,"Syndax Pharmaceuticals, Inc. - Common Stock",99.466,76.87,12/11/2020
346,NRZ,A+,New Residential Investment Corp. Common Stock,99.465,23.8,12/13/2020
347,WORK,A+,"Slack Technologies, Inc. Class A Common Stock",99.465,68.74,12/11/2020
348,IHRT,A+,"iHeartMedia, Inc. - Class A Common Stock",99.465,41.29,12/13/2020
349,ions,A+,"Ionis Pharmaceuticals, Inc. - Common Stock",99.464,-0.3,12/7/2020
350,DRNA,A+,"Dicerna Pharmaceuticals, Inc. - Common Stock",99.463,15.71,12/15/2020
351,ZYME,A+,Zymeworks Inc. Common Shares,99.459,14.82,12/16/2020
352,TRUP,A+,"Trupanion, Inc. - Common Stock",99.458,84.58,12/9/2020
353,LASR,A+,"nLIGHT, Inc. - Common Stock",99.455,53.84,12/11/2020
354,BNTX,A+,BioNTech SE - American Depositary Share,99.454,60.59,12/13/2020
356,CHEF,A+,"The Chefs' Warehouse, Inc. - Common Stock",99.453,43.45,12/8/2020
355,CSTL,A+,"Castle Biosciences, Inc. - Common stock",99.453,27.61,12/11/2020
357,HOG,A+,"Harley-Davidson, Inc. Common Stock",99.453,44.21,12/9/2020
358,LGND,A+,Ligand Pharmaceuticals Incorporated - Common Stoc,99.443,9.36,10/20/2020
359,CVA,A+,Covanta Holding Corporation Common Stock,99.441,56.45,11/6/2020
361,AA,A+,Alcoa Corporation Common Stock,99.435,61.53,11/16/2020
360,RKT,A+,"Rocket Companies, Inc. Class A Common Stock",99.435,-0.17,12/8/2020
362,YY,A+,YY Inc. - American Depositary Shares,99.434,2.18,12/11/2020
363,GES,A+,"Guess?, Inc. Common Stock",99.433,38.12,12/13/2020
364,WYNN,A+,"Wynn Resorts, Limited - Common Stock",99.428,61.87,11/24/2020
366,ACI,A+,"Albertsons Companies, Inc. Class A Common Stock",99.424,17.41,11/24/2020
365,CLDR,A+,"Cloudera, Inc. Common Stock",99.424,19.6,11/30/2020
367,CHGG,A+,"Chegg, Inc. Common Stock",99.422,36.79,11/24/2020
368,AN,A+,"AutoNation, Inc. Common Stock",99.417,27.12,11/7/2020
370,SAH,A+,"Sonic Automotive, Inc. Common Stock",99.411,2.87,12/11/2020
369,ROCK,A+,"Gibraltar Industries, Inc. - Common Stock",99.411,13.92,12/6/2020
371,ONEM,A+,"1Life Healthcare, Inc. - Common Stock",99.409,49.24,11/13/2020
372,CRWD,A+,"CrowdStrike Holdings, Inc. - Class A Common Stock",99.404,42.12,12/7/2020
373,MFA,A+,"MFA Financial, Inc.",99.402,42.26,11/8/2020
375,NFG,A+,National Fuel Gas Company Common Stock,99.4,4.98,12/13/2020
374,SABR,A+,Sabre Corporation - Common Stock,99.4,68.51,12/13/2020
376,BNL,A+,"Broadstone Net Lease, Inc. Class A Common Stock",99.398,20.28,11/17/2020
377,EBIX,A+,"Ebix, Inc. - Common Stock",99.394,75.01,12/16/2020
378,AB,A+,AllianceBernstein Holding L.P.  Units,99.391,21.14,12/7/2020
379,JBLU,A+,JetBlue Airways Corporation - Common Stock,99.39,30.3,12/13/2020
380,KURA,A+,"Kura Oncology, Inc. - Common Stock",99.389,46.06,11/22/2020
381,DDOG,A+,"Datadog, Inc. - Class A Common Stock",99.388,27.35,11/26/2020
382,UTZ,A+,Utz Brands Inc Class A Common Stock,99.388,24.81,12/8/2020
383,SSTK,A+,"Shutterstock, Inc. Common Stock",99.387,31.44,12/11/2020
384,FATE,A+,"Fate Therapeutics, Inc. - Common Stock",99.385,136.11,12/15/2020
385,AVYA,A+,Avaya Holdings Corp. Common Stock,99.383,34.54,12/16/2020
387,KTOS,A+,"Kratos Defense & Security Solutions, Inc. - Commo",99.38,29.17,12/17/2020
386,tr,A+,"Tootsie Roll Industries, Inc. Common Stock",99.38,-8.39,10/11/2020
388,LYFT,A+,"Lyft, Inc. - Class A Common Stock",99.378,66,12/3/2020
389,OVV,A+,Ovintiv Inc. (DE),99.377,42.95,11/2/2020
390,PSTG,A+,"Pure Storage, Inc. Class A Common Stock",99.377,56.72,11/28/2020
391,BDC,A+,Belden Inc Common Stock,99.375,39.62,11/16/2020
393,ROAD,A+,"Construction Partners, Inc. - Common Stock",99.374,50.82,12/18/2020
392,SUPN,A+,"Supernus Pharmaceuticals, Inc. - Common Stock",99.374,-4.17,12/18/2020
394,RDUS,A+,"Radius Health, Inc. - Common Stock",99.372,57.98,12/17/2020
395,AQUA,A+,Evoqua Water Technologies Corp. Common Stock,99.361,31.78,12/17/2020
396,PBH,A,"Prestige Brand Holdings, Inc. Common Stock",99.36,-2.87,12/13/2020
397,TWST,A,Twist Bioscience Corporation - Common Stock,99.357,130.33,11/28/2020
400,mgnx,A,"MacroGenics, Inc. - Common Stock",99.351,-20.02,12/16/2020
399,MRNA,A,"Moderna, Inc. - Common Stock",99.351,106.21,12/18/2020
398,CRK,A,"Comstock Resources, Inc. Common Stock",99.351,-12.04,11/30/2020
401,NTGR,A,"NETGEAR, Inc. - Common Stock",99.35,13.19,10/24/2020
402,ain,A,Albany International Corporation Common Stock,99.348,33.96,12/16/2020
403,LUNG,A,Pulmonx Corporation - Common Stock,99.344,35.2,12/17/2020
404,NYT,A,New York Times Company (The) Common Stock,99.343,18.2,11/6/2020
405,ZI,A,ZoomInfo Technologies Inc. - Class A Common Stock,99.342,19.43,12/16/2020
406,Sats,A,EchoStar Corporation - common stock,99.34,-28.32,12/9/2020
407,CRNC,A,Cerence Inc. - Common Stock,99.335,91.05,12/15/2020
408,WD,A,"Walker & Dunlop, Inc Common Stock",99.331,75.72,12/18/2020
409,BL,A,"BlackLine, Inc. - Common Stock",99.329,47.15,12/11/2020
410,MLHR,A,"Herman Miller, Inc. - Common Stock",99.328,2.08,12/17/2020
411,AGO,A,Assured Guaranty Ltd. Common Stock,99.327,58.37,12/14/2020
412,OXY,A,Occidental Petroleum Corporation Common Stock,99.325,64.82,12/11/2020
413,KOS,A,Kosmos Energy Ltd. Common Shares,99.321,60.32,12/14/2020
414,YMAB,A,"Y-mAbs Therapeutics, Inc. - Common Stock",99.317,25.19,11/26/2020
415,DOYU,A,DouYu International Holdings Limited - ADS,99.312,-25.21,12/2/2020
416,CLB,A,Core Laboratories N.V. Common Stock,99.311,43.68,12/12/2020
417,CRL,A,"Charles River Laboratories International, Inc. Co",99.306,6.4,11/9/2020
418,YEXT,A,"Yext, Inc. Common Stock",99.305,5.44,12/5/2020
419,FND,A,"Floor & Decor Holdings, Inc. Common Stock",99.305,34.37,12/2/2020
420,CTS,A,CTS Corporation Common Stock,99.304,44.64,12/11/2020
421,ALG,A,"Alamo Group, Inc. Common Stock",99.301,30.58,12/15/2020
423,TLS,A,Telos Corporation - Common Stock,99.298,232.65,12/14/2020
422,BOOT,A,"Boot Barn Holdings, Inc. Common Stock",99.298,43.19,12/11/2020
424,GOL,A,Gol Linhas Aereas Inteligentes S.A. Sponsored ADR,99.296,35.28,12/13/2020
425,NTNX,A,"Nutanix, Inc. - Class A Common Stock",99.291,43.91,12/11/2020
426,TWO,A,Two Harbors Investment Corp,99.289,26.7,11/11/2020
427,HCAT,A,"Health Catalyst, Inc - Common stock",99.288,16.64,12/16/2020
428,DK,A,"Delek US Holdings, Inc. Common Stock",99.287,39.19,12/11/2020
429,ENPH,A,"Enphase Energy, Inc. - Common Stock",99.277,140.14,12/5/2020
430,QDEL,A,Quidel Corporation - Common Stock,99.271,-1.93,12/16/2020
431,BATRA,A,Liberty Media Corporation - Series A Liberty Brav,99.27,25.63,11/26/2020
432,DOCU,A,"DocuSign, Inc. - Common Stock",99.27,24.82,12/11/2020
433,KRA,A,Kraton Corporation Common Stock,99.267,57.94,12/11/2020
435,RGNX,A,REGENXBIO Inc. - Common Stock,99.263,40.53,12/10/2020
434,NICE,A,NICE Ltd - American Depositary Shares each repres,99.263,23.67,11/18/2020
436,ALK,A,"Alaska Air Group, Inc. Common Stock",99.262,22.27,10/21/2020
437,NKTX,A,"Nkarta, Inc. - Common Stock",99.262,99.16,12/11/2020
438,BJRI,A,"BJ's Restaurants, Inc. - Common Stock",99.261,7.93,11/11/2020
439,EPZM,A,"Epizyme, Inc. - Common Stock",99.26,-3.82,11/21/2020
440,COHU,A,"Cohu, Inc. - Common Stock",99.26,96.24,12/15/2020
441,GRUB,A,GrubHub Inc. Common Stock,99.257,3.17,12/11/2020
442,MC,A,Moelis & Company Class A Common Stock,99.254,33.23,12/11/2020
443,SA,A,"Seabridge Gold, Inc. Ordinary Shares (Canada)",99.251,16.08,12/5/2020
444,qrtea,A,Liberty Interactive Corporation - Series A QVC Gr,99.25,43.96,12/15/2020
446,OUT,A,OUTFRONT Media Inc. Common Stock,99.245,28.37,11/4/2020
445,FREQ,A,"Frequency Therapeutics, Inc. - Common Stock",99.245,59.47,12/12/2020
447,BPOP,A,"Popular, Inc. - Common Stock",99.242,47.24,11/15/2020
448,CPRI,A,Capri Holdings Limited Ordinary Shares,99.24,104.54,12/14/2020
449,TREE,A,"LendingTree, Inc. - Common Stock",99.237,-12.05,12/11/2020
450,STKL,A,"SunOpta, Inc. - Common Stock",99.236,40.86,12/5/2020
451,MAT,A,"Mattel, Inc. - Common Stock",99.234,53.51,11/22/2020
452,huya,A,"HUYA Inc. American depositary shares, each  repre",99.232,-17.91,12/11/2020
453,PAAS,A,Pan American Silver Corp. - Common Stock,99.23,-7.42,12/11/2020
454,BKE,A,"Buckle, Inc. (The) Common Stock",99.227,50.6,12/15/2020
455,ALKS,A,Alkermes plc - Ordinary Shares,99.226,20.27,12/12/2020
456,uaa,A,"Under Armour, Inc. Class A Common Stock",99.223,51.56,12/2/2020
458,IOVA,A,"Iovance Biotherapeutics, Inc. - Common Stock",99.222,44.16,12/16/2020
457,md,A,"Mednax, Inc. Common Stock",99.222,31.23,12/14/2020
459,ANGI,A,"Angie's List, Inc. - Common Stock",99.221,18.23,12/15/2020
460,MED,A,MEDIFAST INC Common Stock,99.219,15.8,12/13/2020
461,FIZZ,A,National Beverage Corp. - Common Stock,99.217,17.79,12/10/2020
462,PACK,A,Ranpak Holdings Corp Class A Common Stock,99.216,10.93,12/8/2020
463,EB,A,"Eventbrite, Inc. Class A Common Stock",99.215,53.93,12/11/2020
464,AAXN,A,"Axon Enterprise, Inc. - Common Stock",99.205,46.45,12/17/2020
465,CHWY,A,"Chewy, Inc. Class A Common Stock",99.201,91.82,12/6/2020
466,IRWD,A,"Ironwood Pharmaceuticals, Inc. - Class A Common S",99.198,19.29,12/8/2020
467,CIT,A,CIT Group Inc (DEL) Common Stock,99.195,111.82,12/17/2020
468,trn,A,"Trinity Industries, Inc. Common Stock",99.191,22.72,10/25/2020
469,ACCD,A,"Accolade, Inc. - common stock",99.191,76.09,12/16/2020
470,AUY,A,Yamana Gold Inc. Ordinary Shares (Canada),99.191,-3.52,12/11/2020
471,SEDG,A,"SolarEdge Technologies, Inc. - Common Stock",99.19,67.75,12/16/2020
472,SITM,A,SiTime Corporation - Common Stock,99.186,60.28,12/17/2020
473,ALLO,A,"Allogene Therapeutics, Inc. - Common Stock",99.185,-27.4,12/17/2020
474,HRTX,A,"Heron Therapeutics, Inc.   - Common Stock",99.184,10.59,12/16/2020
476,WWE,A,"World Wrestling Entertainment, Inc. Class A Commo",99.183,-1.48,12/18/2020
475,NYMT,A,"New York Mortgage Trust, Inc. - Common Stock",99.183,35.97,12/17/2020
477,APPN,A,Appian Corporation - Class A Common Stock,99.18,157.27,12/14/2020
478,FL,A,"Foot Locker, Inc.",99.179,14.64,12/1/2020
479,GDRX,A,"GoodRx Holdings, Inc. - Class A Common Stock",99.178,-10.89,12/16/2020
480,AEO,A,"American Eagle Outfitters, Inc. Common Stock",99.177,34.35,12/16/2020
481,SIX,A,Six Flags Entertainment Corporation New Common St,99.175,65.96,12/3/2020
482,dbd,A,Diebold Nixdorf Incorporated Common Stock,99.171,51.05,12/18/2020
483,ADCT,A,ADC Therapeutics SA Common Shares,99.171,-21.75,12/18/2020
484,ADS,A-,Alliance Data Systems Corporation Common Stock,99.17,61.57,12/18/2020
485,AXL,A-,"American Axle & Manufacturing Holdings, Inc. Comm",99.168,44.09,12/3/2020
486,TWNK,A-,"Hostess Brands, Inc. - Class A Common Stock",99.165,10.83,12/17/2020
487,ATSG,A-,"Air Transport Services Group, Inc - Common Stock",99.165,25.03,12/16/2020
488,ECPG,A-,Encore Capital Group Inc - Common Stock,99.164,-4.19,11/11/2020
490,EIGI,A-,"Endurance International Group Holdings, Inc. - Co",99.163,60.84,11/12/2020
489,AFIB,A-,"Acutus Medical, Inc. - Common Stock",99.163,-11.36,12/18/2020
491,czr,A-,Caesars Entertainment Corporation - Common Stock,99.158,77.56,12/16/2020
492,GOCO,A-,"GoHealth, Inc. - Class A Common Stock",99.156,5.08,12/16/2020
493,RLGY,A-,Realogy Holdings Corp. Common Stock,99.155,40.19,12/18/2020
494,PLUS,A-,ePlus inc. - Common Stock,99.149,15.02,12/16/2020
495,OLN,A-,Olin Corporation Common Stock,99.147,89.49,12/17/2020
496,MAIN,A-,Main Street Capital Corporation Common Stock,99.147,4.22,11/10/2020
497,FMTX,A-,"Forma Therapeutics Holdings, Inc. - Common Stock",99.146,-12.47,12/11/2020
498,CGEN,A-,Compugen Ltd. - Ordinary Shares,99.143,-28.64,12/2/2020
499,CEQP,A-,Crestwood Equity Partners LP,99.143,42.64,12/17/2020
500,TNDM,A-,"Tandem Diabetes Care, Inc. - Common Stock",99.14,-14.19,12/5/2020
501,ATRA,A-,"Atara Biotherapeutics, Inc. - Common Stock",99.134,57.65,12/17/2020
502,SGH,A-,"SMART Global Holdings, Inc. - Ordinary Shares",99.133,26.86,12/13/2020
503,SYX,A-,Systemax Inc. Common Stock,99.13,65.96,11/25/2020
504,AEL,A-,American Equity Investment Life Holding Company C,99.13,37.53,11/5/2020
505,LNTH,A-,"Lantheus Holdings, Inc. - Common Stock",99.127,14.11,12/11/2020
506,XPEV,A-,"XPeng Inc. American depositary shares, each repre",99.126,130.94,12/12/2020
507,BYD,A-,Boyd Gaming Corporation Common Stock,99.125,55.1,12/11/2020
508,TRWH,A-,"Twin River Worldwide Holdings, Inc. Common Stock",99.124,19.95,12/11/2020
509,CDNA,A-,"CareDx, Inc. - Common Stock",99.119,103.68,11/26/2020
510,ESTC,A-,Elastic N.V. Ordinary Shares,99.118,44.83,12/4/2020
511,CNST,A-,"Constellation Pharmaceuticals, Inc. - Common Stoc",99.116,53.39,12/11/2020
512,AGIO,A-,"Agios Pharmaceuticals, Inc. - Common Stock",99.115,-12.92,12/11/2020
513,KIDS,A-,OrthoPediatrics Corp. - Common Stock,99.108,-0.09,12/15/2020
514,CERS,A-,Cerus Corporation - Common Stock,99.107,8.25,12/16/2020
515,VIE,A-,"Viela Bio, Inc. - Common Stock",99.104,29.45,12/6/2020
516,pasg,A-,"Passage Bio, Inc. - Common Stock",99.102,88.24,12/16/2020
518,CCL,A-,Carnival Corporation Common Stock,99.101,76.72,12/14/2020
517,ZUMZ,A-,Zumiez Inc. - Common Stock,99.101,28.15,12/18/2020
519,ZM,A-,"Zoom Video Communications, Inc. - Class A Common",99.097,-7.95,12/14/2020
520,ALLY,A-,Ally Financial Inc. Common Stock,99.096,41.46,11/3/2020
521,BATRK,A-,Liberty Media Corporation - Series C Liberty Brav,99.094,24.23,12/14/2020
522,DAN,A-,Dana Incorporated Common Stock,99.094,52.29,12/8/2020
523,NARI,A-,"Inari Medical, Inc. - Common Stock",99.091,3.3,12/15/2020
524,BPMC,A-,Blueprint Medicines Corporation - Common Stock,99.089,48.98,12/16/2020
525,AVIR,A-,"Aviragen Therapeutics, Inc. - Common Stock",99.086,7.01,12/3/2020
526,xrx,A-,Xerox Corporation Common Stock,99.084,12.04,12/5/2020
527,SE,A-,"Sea Limited American Depositary Shares, each repr",99.08,34.74,12/12/2020
528,BHVN,A-,Biohaven Pharmaceutical Holding Company Ltd. Comm,99.074,41.76,11/25/2020
530,AVAV,A-,"AeroVironment, Inc. - Common Stock",99.07,34.74,12/13/2020
529,KBH,A-,KB Home Common Stock,99.07,-8.69,11/14/2020
532,ATH,A-,Athene Holding Ltd. Class A Common Shares,99.063,19.71,12/16/2020
531,STAA,A-,STAAR Surgical Company - Common Stock,99.063,36.7,12/2/2020
533,GIII,A-,"G-III Apparel Group, LTD. - Common Stock",99.062,52.6,12/11/2020
534,PE,A-,"Parsley Energy, Inc. Class A Common Stock",99.062,42.83,12/10/2020
535,SBH,A-,"Sally Beauty Holdings, Inc. (Name to be changed f",99.059,43.23,11/26/2020
537,GRBK,A-,"Green Brick Partners, Inc. - Common Stock",99.056,32.89,12/15/2020
536,VLRS,A-,"Controladora Vuela Compania de Aviacion, S.A.B. d",99.056,59.54,12/11/2020
538,CCXI,A-,"ChemoCentryx, Inc. - Common Stock",99.052,10.52,12/8/2020
540,MMS,A-,"Maximus, Inc. Common Stock",99.051,4.9,11/22/2020
539,BGS,A-,"B&G; Foods, Inc. B&G; Foods, Inc. Common Stock",99.051,8.22,12/11/2020
542,iac,A-,IAC/InterActiveCorp - Common Stock,99.031,181.92,12/4/2020
541,VIR,A-,"Vir Biotechnology, Inc. - Common Stock",99.031,-0.23,12/11/2020
543,FPH,A-,"Five Point Holdings, LLC Class A Common Shares",99.029,23.85,11/20/2020
544,TPTX,A-,"Turning Point Therapeutics, Inc. - Common stock",99.028,56.21,11/22/2020
545,FLWS,A-,"1-800 FLOWERS.COM, Inc. - Class A Common Stock",99.027,13.47,12/14/2020
546,wen,A-,Wendy's Company (The) - Common Stock,99.025,8.95,12/15/2020
547,SNOW,A-,Snowflake Inc. Class A Common Stock,99.022,31.02,12/16/2020
548,TTGT,A-,"TechTarget, Inc. - Common Stock",99.02,40.76,12/16/2020
550,TGH,A-,Textainer Group Holdings Limited Common Shares,99.02,29.45,12/14/2020
549,SAFM,A-,"Sanderson Farms, Inc. - Common Stock",99.02,17.14,12/17/2020
551,CeNX,A-,Century Aluminum Company - Common Stock,99.019,18.56,12/17/2020
552,FANG,A-,"Diamondback Energy, Inc. - Commmon Stock",99.018,41.23,11/30/2020
553,EXAS,A-,Exact Sciences Corporation - Common Stock,99.015,75.9,11/17/2020
554,EPR,A-,EPR Properties Common Stock,99.011,12.07,12/16/2020
556,ACCO,A-,Acco Brands Corporation Common Stock,99.011,43.35,12/18/2020
557,RYTM,A-,"Rhythm Pharmaceuticals, Inc. - Common Stock",99.011,-0.5,12/16/2020
555,TBK,A-,"Triumph Bancorp, Inc. - Common Stock",99.011,77.33,12/17/2020
558,KL,A-,Kirkland Lake Gold Ltd. Common Shares,99.009,-18.34,12/12/2020
559,UA,A-,"Under Armour, Inc. Class C Common Stock",99.005,51.13,12/5/2020
560,LPRO,A-,Open Lending Corp. - Class A Common Stock,99.004,43.65,12/13/2020
561,AZZ,A-,AZZ Inc.,99,33.32,12/5/2020
562,Z,A-,"Zillow Group, Inc. - Class C Capital Stock",98.993,45.88,12/8/2020
563,CACC,A-,Credit Acceptance Corporation - Common Stock,98.989,5.7,12/2/2020
564,TSLA,A-,"Tesla, Inc.  - Common Stock",98.987,50.91,12/11/2020
566,DVN,A-,Devon Energy Corporation Common Stock,98.986,64.5,12/12/2020
565,MLCO,A-,Melco Resorts & Entertainment Limited - American,98.986,3.41,12/8/2020
567,HII,A-,"Huntington Ingalls Industries, Inc. Common Stock",98.985,14.27,12/18/2020
568,TWLO,A-,Twilio Inc. Class A Common Stock,98.979,79.61,12/15/2020
569,xper,A-,Xperi Corporation  - Common Stock,98.978,49.78,12/18/2020
570,swav,A-,"ShockWave Medical, Inc. - Common Stock",98.974,27.69,12/18/2020
571,LEVI,BBB+,Levi Strauss & Co Class A Common Stock,98.971,69.05,12/11/2020
572,SQ,BBB+,"Square, Inc. Class A Common Stock",98.963,61.78,12/18/2020
573,IQ,BBB+,"iQIYI, Inc. - American Depositary Shares",98.96,-24.17,11/26/2020
574,OPRA,BBB+,Opera Limited - American Depositary Shares,98.956,-1.23,12/16/2020
575,CODI,BBB+,Compass Diversified Holdings Shares of Beneficial,98.953,18.14,12/18/2020
576,REGN,BBB+,"Regeneron Pharmaceuticals, Inc. - Common Stock",98.947,-15.18,12/11/2020
577,MYGN,BBB+,"Myriad Genetics, Inc. - Common Stock",98.946,42.87,12/18/2020
578,FRTA,BBB+,"Forterra, Inc. - Common Stock",98.942,63.33,12/16/2020
579,OEC,BBB+,Orion Engineered Carbons S.A Common Shares,98.94,6.04,12/13/2020
580,NVCR,BBB+,NovoCure Limited - Ordinary Shares,98.938,50.73,12/18/2020
581,PFC,BBB+,Premier Financial Corp.  - Common Stock,98.937,36.56,12/14/2020
583,VSAT,BBB+,"ViaSat, Inc. - Common Stock",98.933,-6.33,12/8/2020
582,TTD,BBB+,"The Trade Desk, Inc. - Class A Common Stock",98.933,87.74,11/10/2020
584,CRI,BBB+,"Carter's, Inc. Common Stock",98.93,5.03,12/17/2020
585,MDB,BBB+,"MongoDB, Inc. - Class A Common Stock",98.928,60.09,12/4/2020
586,APA,BBB+,Apache Corporation Common Stock,98.927,24.25,12/13/2020
587,CVNA,BBB+,Carvana Co. Class A Common Stock,98.927,66.17,12/13/2020
588,SFM,BBB+,"Sprouts Farmers Market, Inc. - Common Stock",98.919,-1.64,11/17/2020
589,ALEC,BBB+,"Alector, Inc. - Common Stock",98.919,11.42,12/15/2020
590,CBRL,BBB+,"Cracker Barrel Old Country Store, Inc. - Common S",98.915,15.53,12/16/2020
592,CC,BBB+,Chemours Company (The) Common Stock,98.91,25.11,12/16/2020
591,MGY,BBB+,Magnolia Oil & Gas Corporation Class A Common Sto,98.91,34.2,12/15/2020
593,APLS,BBB+,"Apellis Pharmaceuticals, Inc. - Common Stock",98.904,47.02,12/14/2020
594,ARQT,BBB+,"Arcutis Biotherapeutics, Inc. - Common stock",98.902,37.64,12/15/2020
595,HOLI,BBB+,"Hollysys Automation Technologies, Ltd. - Common S",98.9,32.39,12/11/2020
596,RPTX,BBB+,Repare Therapeutics Inc. - Common Shares,98.899,2.21,12/17/2020
597,INVA,BBB+,"Innoviva, Inc. - Common Stock",98.897,18.02,12/16/2020
598,CAMT,BBB+,Camtek Ltd. - Ordinary Shares,98.893,29.78,12/11/2020
599,SNAP,BBB+,Snap Inc. Class A Common Stock,98.882,119.9,12/11/2020
600,ITCI,BBB+,Intra-Cellular Therapies Inc. - Common Stock,98.881,-8.83,12/17/2020
601,MSGE,BBB+,Madison Square Garden Entertainment Corp. Class A,98.881,9.51,12/10/2020
602,eidx,BBB+,"Eidos Therapeutics, Inc. - Common Stock",98.88,127.89,10/6/2020
603,IGT,BBB+,International Game Technology Ordinary Shares,98.879,46,12/11/2020
604,MSGS,BBB+,Madison Square Garden Sports Corp. Class A Common,98.878,17.4,12/4/2020
605,mrsn,BBB+,"Mersana Therapeutics, Inc. - Common Stock",98.873,35.59,12/16/2020
606,EXEL,BBB+,"Exelixis, Inc. - Common Stock",98.871,-28.5,12/18/2020
607,MDGL,BBB+,"Madrigal Pharmaceuticals, Inc. - Common Stock",98.868,-1.85,12/16/2020
608,Mos,BBB+,Mosaic Company (The) Common Stock,98.866,19.94,12/16/2020
610,QTRX,BBB+,Quanterix Corporation - Common Stock,98.858,29.94,12/1/2020
609,AMBA,BBB+,"Ambarella, Inc. - Ordinary Shares",98.858,71.3,12/11/2020
613,AAT,BBB+,"American Assets Trust, Inc. Common Stock",98.855,17.94,12/11/2020
611,MRTX,BBB+,"Mirati Therapeutics, Inc. - Common Stock",98.855,67.3,12/14/2020
612,KMT,BBB+,Kennametal Inc. Common Stock,98.855,15.33,11/20/2020
614,PRDO,BBB+,Perdoceo Education Corporation - Common Stock,98.854,0.19,12/5/2020
615,WY,BBB+,Weyerhaeuser Company Common Stock,98.852,24.3,10/28/2020
616,AYI,BBB+,Acuity Brands Inc (Holding Company),98.852,3.93,12/1/2020
617,MNR,BBB+,Monmouth Real Estate Investment Corporation Class,98.85,23.34,12/18/2020
618,INN,BBB+,"Summit Hotel Properties, Inc. Common Stock",98.847,81.34,11/11/2020
619,FLEX,BBB+,Flex Ltd. - Ordinary Shares,98.847,59.39,12/16/2020
620,PVG,BBB+,"Pretium Resources, Inc. Ordinary Shares (Canada)",98.845,-12.89,12/13/2020
621,FR,BBB+,"First Industrial Realty Trust, Inc. Common Stock",98.842,5.79,12/15/2020
622,NCNO,BBB+,"nCino, Inc. - Common Stock",98.842,1.77,12/10/2020
623,EV,BBB+,Eaton Vance Corporation Common Stock,98.839,70.55,12/13/2020
624,TEVA,BBB+,Teva Pharmaceutical Industries Limited American D,98.838,9.43,12/11/2020
625,MBUU,BBB+,"Malibu Boats, Inc. - Common Stock",98.837,31.91,12/16/2020
626,HBM,BBB+,Hudbay Minerals Inc. Ordinary Shares (Canada),98.832,50.83,12/7/2020
